year,naics_4,dherfindahl
2009,332410,-0.15252632
2010,332410,-0.11641341
2011,332410,0.27869356
2012,332410,0.058949232
2013,332410,0.014354944
2014,332410,0.028385937
2015,332410,0.058304727
2001,332431,-0.003645957
2002,332431,0.010281861
2003,332431,-0.042565793
2004,332431,0.026979089
2005,332431,0.031048536
2006,332431,-0.069691151
2007,332431,0.034119725
2008,332431,0.033576816
2009,332431,-0.0016298
2010,332431,0.000805348
2011,332431,-0.002178192
2012,332431,-0.001735061
2013,332431,-0.002625018
2014,332431,-0.058396667
2015,332431,-0.038431495
2001,332613,0
2002,332613,0
2003,332613,0
2004,332613,0
2005,332613,0
2006,332613,0
2007,332613,0
2008,332613,0
2009,332613,-1.19E-07
2010,332613,1.19E-07
2011,332613,0
2012,332613,0
2013,332613,0
2014,332613,0
2015,332613,-1.19E-07
2001,332912,0.01295048
2002,332912,0.011923194
2003,332912,-0.10948211
2004,332912,-0.02027607
2005,332912,0.003875554
2006,332912,0.005422294
2007,332912,-0.00925827
2008,332912,0.017812848
2009,332912,-0.008880138
2010,332912,-0.018427789
2011,332912,0.021333933
2012,332912,0.010668397
2013,332912,-0.023138404
2014,332912,-0.001081467
2015,332912,0.000865519
2001,332913,0
2002,332913,-1.19E-07
2003,332913,1.19E-07
2004,332913,0
2005,332913,0
2006,332913,0
2007,332913,0
2008,332913,0
2009,332913,0
2010,332913,0
2011,332913,0
2012,332913,0
2013,332913,0
2014,332913,0
2015,332913,0
2001,332919,0
2002,332919,0
2003,332919,0
2004,332919,0
2005,332919,-1.19E-07
2006,332919,1.19E-07
2007,332919,0
2008,332919,0
2009,332919,0
2010,332919,0
2011,332919,0
2012,332919,0
2013,332919,-1.19E-07
2014,332919,0
2015,332919,1.19E-07
2001,332991,0.005630851
2002,332991,0.019902676
2003,332991,-0.006866068
2004,332991,0.023221403
2005,332991,0.017223477
2006,332991,0.01838237
2007,332991,0.009929478
2008,332991,-0.024970502
2009,332991,-0.021426409
2010,332991,-0.009664863
2011,332991,-0.017245442
2012,332991,0.00959906
2013,332991,0.02622357
2014,332991,0.004957765
2015,332991,-0.00796634
2001,332993,0
2002,332993,0
2003,332993,0
2004,332993,0
2005,332993,0
2006,332993,0
2007,332993,0
2008,332993,0
2009,332993,0
2010,332993,-1.19E-07
2011,332993,1.19E-07
2012,332993,0
2013,332993,-1.19E-07
2014,332993,1.19E-07
2015,332993,-1.19E-07
2001,333111,0.005041391
2002,333111,-4.70281E-05
2003,333111,-3.95179E-05
2004,333111,0.00518325
2005,333111,0.007579029
2006,333111,-0.006019324
2007,333111,-0.005233914
2008,333111,0.005568862
2009,333111,-0.001194745
2010,333111,0.002704799
2011,333111,0.002437145
2012,333111,-0.050669014
2013,333111,0.050435066
2014,333111,0.002425939
2015,333111,-0.004450887
2001,333120,0.03025794
2002,333120,-0.019688606
2003,333120,-0.005568206
2004,333120,0.011150002
2005,333120,0.006273568
2006,333120,0.002895773
2007,333120,0.005909026
2008,333120,0.03950429
2009,333120,-0.031703353
2010,333120,-0.008742094
2011,333120,0.042097807
2012,333120,0.050839186
2013,333120,-0.024180174
2014,333120,0.020786822
2015,333120,-0.035845876
2001,333131,-0.002869427
2002,333131,0.001094461
2003,333131,-0.018967867
2004,333131,-0.025381565
2005,333131,0.011636078
2006,333131,-0.005651414
2007,333131,-0.11518812
2008,333131,-0.013316453
2009,333131,-0.086265564
2010,333131,-0.014538616
2011,333131,0.58892846
2012,333131,-1.19E-07
2013,333131,1.19E-07
2014,333131,0
2015,333131,0
2001,333132,0.001981251
2002,333132,0.01078821
2003,333132,-0.009077527
2004,333132,0.001141168
2005,333132,0.019250207
2006,333132,0.020012222
2007,333132,0.009700507
2008,333132,0.028234214
2009,333132,0.040411323
2010,333132,-0.015662074
2011,333132,-0.021839067
2012,333132,0.029182509
2013,333132,0.029083163
2014,333132,-0.010394469
2015,333132,-0.002961174
2001,333413,-0.006962121
2002,333413,0.054081738
2003,333413,0.024360299
2004,333413,0.013090134
2005,333413,-0.001305223
2006,333413,-0.061508715
2007,333413,-0.13142335
2008,333413,-0.000896037
2009,333413,-0.006556809
2010,333413,0.17185563
2011,333413,0.014198482
2012,333413,-0.005698144
2013,333413,0.054712296
2014,333413,-0.006331742
2015,333413,-0.068365037
2001,333415,0.018618837
2002,333415,0.009205639
2003,333415,0.004665509
2004,333415,0.006785438
2005,333415,0.019776419
2006,333415,0.022020444
2007,333415,0.049379364
2008,333415,0.013807267
2009,333415,-0.024213016
2010,333415,0.034683287
2011,333415,0.025340438
2012,333415,0.008572966
2013,333415,0.007701308
2014,333415,0.000597686
2015,333415,0.005597413
2001,333514,0.17453682
2002,333514,-0.000761747
2003,333514,-0.10837722
2004,333514,0.040381193
2005,333514,0.033276439
2006,333514,-0.032939792
2007,333514,0.18369496
2008,333514,0
2009,333514,0
2010,333514,0
2011,333514,0
2012,333514,0
2013,333514,0
2014,333514,-1.19E-07
2015,333514,1.19E-07
2001,333517,-0.022785068
2002,333517,0.008364677
2003,333517,0.004413009
2004,333517,-0.013535976
2005,333517,-0.010437191
2006,333517,-0.018308997
2007,333517,-0.011199534
2008,333517,0.028612196
2009,333517,0.025699317
2010,333517,-0.03380084
2011,333517,-0.006641388
2012,333517,0.023805976
2013,333517,-0.006175518
2014,333517,0.021919608
2015,333517,-0.011835277
2001,333618,-0.003549635
2002,333618,-0.024628252
2003,333618,-0.065783322
2004,333618,0.034865677
2005,333618,-0.008585572
2006,333618,0.008845091
2007,333618,0.019185454
2008,333618,0.016602486
2009,333618,-0.037880689
2010,333618,0.028670341
2011,333618,0.055788487
2012,333618,-0.011061609
2013,333618,-0.016690731
2014,333618,0.031643599
2015,333618,0.089772582
2001,333914,-0.011004776
2002,333914,-0.000199229
2003,333914,-0.001281023
2004,333914,-0.016417742
2005,333914,-0.001852006
2006,333914,-0.002223522
2007,333914,0.004359096
2008,333914,0.044882655
2009,333914,-0.054012567
2010,333914,-0.013020426
2011,333914,-0.088653356
2012,333914,0.000768751
2013,333914,-0.011099562
2014,333914,-0.007986724
2015,333914,-0.001592696
2001,333923,0.01702556
2002,333923,0.077681452
2003,333923,0.049218386
2004,333923,0.010765314
2005,333923,0.024330735
2006,333923,-0.00535059
2007,333923,-0.013126135
2008,333923,-0.000814497
2009,333923,-0.078421086
2010,333923,0.005874455
2011,333923,0.030753732
2012,333923,0.010315567
2013,333923,-0.007506371
2014,333923,0.009140611
2015,333923,-0.00521034
2001,333991,0.001048058
2002,333991,-0.009604782
2003,333991,-0.012318194
2004,333991,0.014395565
2005,333991,0.017228752
2006,333991,-0.027816653
2007,333991,-0.025495201
2008,333991,0.003181756
2009,333991,-0.008150131
2010,333991,0.24308157
2011,333991,0.022940814
2012,333991,0.012202919
2013,333991,-0.009655476
2014,333991,0.019536376
2015,333991,-0.019380629
2001,333992,0.011664093
2002,333992,0.011973023
2003,333992,0.002879918
2004,333992,0.022145867
2005,333992,0.039929867
2006,333992,-0.11444086
2007,333992,-0.00557512
2008,333992,-0.006869733
2009,333992,-0.022551179
2010,333992,0.17085797
2011,333992,0.003321528
2012,333992,-0.16217119
2013,333992,0.00612694
2014,333992,0.011241794
2015,333992,-0.005426168
2001,334412,0.054704145
2002,334412,-0.022231355
2003,334412,0.052302599
2004,334412,0.012127548
2005,334412,-0.034399897
2006,334412,-0.006788671
2007,334412,0.070474744
2008,334412,-0.046765685
2009,334412,0.029010087
2010,334412,-0.025511473
2011,334412,0.038776785
2012,334412,-0.023454219
2013,334412,0.01297009
2014,334412,-0.003473818
2015,334412,-0.004520834
2001,334418,0.18889949
2002,334418,-0.078586876
2003,334418,0.064225435
2004,334418,-0.10179183
2005,334418,-0.1695766
2006,334418,-0.005539581
2007,334418,0.008096814
2008,334418,0.031375915
2009,334418,0.007070631
2010,334418,0.002218962
2011,334418,-0.007468656
2012,334418,0.005148873
2013,334418,0.021447241
2014,334418,-0.03945303
2015,334418,-0.009292662
2001,334511,-0.017051756
2002,334511,0.036344409
2003,334511,0.033556014
2004,334511,0.05746752
2005,334511,-0.018969804
2006,334511,-0.019011587
2007,334511,-0.014848053
2008,334511,-0.013078094
2009,334511,0.009313375
2010,334511,-0.039883226
2011,334511,-0.031430215
2012,334511,-0.001624405
2013,334511,0.001442403
2014,334511,0.003396601
2015,334511,0.031280756
2001,334513,0.029424369
2002,334513,-0.015149653
2003,334513,-0.017026663
2004,334513,-0.027355611
2005,334513,-0.020732403
2006,334513,-0.014398813
2007,334513,0.001277804
2008,334513,-0.048379004
2009,334513,0.006272435
2010,334513,-0.061222315
2011,334513,0.011611044
2012,334513,-0.014120638
2013,334513,-0.013458729
2014,334513,-0.034941912
2015,334513,-0.041338891
2001,334516,-0.031881541
2002,334516,-0.030953184
2003,334516,-0.002497919
2004,334516,0.007588022
2005,334516,-0.002315879
2006,334516,0.00380151
2007,334516,0.008280352
2008,334516,-0.000787273
2009,334516,0.00670819
2010,334516,0.020154089
2011,334516,0.028187394
2012,334516,0.006203175
2013,334516,0.00036256
2014,334516,0.005110741
2015,334516,0.014358386
2001,334519,0.011239745
2002,334519,0.013447702
2003,334519,0.007419705
2004,334519,-0.002502948
2005,334519,-0.00253123
2006,334519,-0.00333567
2007,334519,-0.002052724
2008,334519,0.016631827
2009,334519,0.017061517
2010,334519,0.013106331
2011,334519,0.008252055
2012,334519,0.006399989
2013,334519,0.032680735
2014,334519,0.013770238
2015,334519,0.007593095
2001,335122,-0.006159604
2002,335122,-0.001665026
2003,335122,0.017562032
2004,335122,0.00796786
2005,335122,0.029211998
2006,335122,-0.007890344
2007,335122,0.21235472
2008,335122,-0.070576429
2009,335122,-0.000433922
2010,335122,-0.030774295
2011,335122,-0.017934173
2012,335122,0.008648008
2013,335122,-0.02404353
2014,335122,0.005067349
2015,335122,-0.004793346
2001,335220,0
2002,335220,0
2003,335220,-1.19E-07
2004,335220,1.19E-07
2005,335220,0
2006,335220,0
2007,335220,0
2008,335220,0
2009,335220,-1.19E-07
2010,335220,0
2011,335220,1.19E-07
2012,335220,0
2013,335220,-1.19E-07
2014,335220,1.19E-07
2015,335220,-1.19E-07
2001,335312,-0.048599288
2002,335312,0.061075971
2003,335312,0.044772178
2004,335312,0.1085414
2005,335312,-0.063103855
2006,335312,0.045564026
2007,335312,-0.036159813
2008,335312,-0.063800335
2009,335312,0.019095272
2010,335312,0.11397398
2011,335312,-0.003361791
2012,335312,-0.043455303
2013,335312,0.006834269
2014,335312,-0.010759711
2015,335312,0.046563119
2001,335313,0.006577015
2002,335313,-0.017408729
2003,335313,0.000621676
2004,335313,-0.005512178
2005,335313,0.003113747
2006,335313,-0.00813067
2007,335313,-0.003703356
2008,335313,0.007989883
2009,335313,-0.001505792
2010,335313,-0.001220822
2011,335313,0.007496953
2012,335313,-0.005165339
2013,335313,0.00155437
2014,335313,-0.005946934
2015,335313,-0.009361327
2001,335314,0.022742957
2002,335314,0.011679262
2003,335314,0.018820286
2004,335314,0.015837252
2005,335314,-0.001488388
2006,335314,0.003535152
2007,335314,0.014817238
2008,335314,0.004240632
2009,335314,-0.021448493
2010,335314,0.012622416
2011,335314,-0.007859469
2012,335314,-0.008246243
2013,335314,0.059407532
2014,335314,-0.00379175
2015,335314,-0.011101186
2001,335911,0.053115487
2002,335911,-0.20538116
2003,335911,-0.001247585
2004,335911,-0.019432753
2005,335911,-0.044634074
2006,335911,-0.02550137
2007,335911,0.015648931
2008,335911,-0.043066233
2009,335911,-0.024346501
2010,335911,0.006729931
2011,335911,0.073219717
2012,335911,-0.001291424
2013,335911,0.000549793
2014,335911,0.36347982
2015,335911,0.037595272
2001,335921,0.19521242
2002,335921,0.062491417
2003,335921,0.077620506
2004,335921,0.055219531
2005,335921,0.005493879
2006,335921,0.011334062
2007,335921,0.007846952
2008,335921,0.015517831
2009,335921,-0.007808805
2010,335921,0.037280202
2011,335921,-1.19E-07
2012,335921,0
2013,335921,1.19E-07
2014,335921,0
2015,335921,0
2001,335931,-0.005402565
2002,335931,0.00509131
2003,335931,0.006391555
2004,335931,-0.002968609
2005,335931,-0.008080989
2006,335931,0.000994861
2007,335931,-0.004390925
2008,335931,-0.011088461
2009,335931,0.047051847
2010,335931,0.001206756
2011,335931,-0.000807047
2012,335931,0.49383318
2013,335931,0
2014,335931,0
2015,335931,0
2001,336111,-0.070167243
2002,336111,-0.001808867
2003,336111,-0.002705425
2004,336111,0.001438394
2005,336111,-0.030415818
2006,336111,-0.001517266
2007,336111,-0.002651528
2008,336111,-0.007174701
2009,336111,-0.011169285
2010,336111,1.10269E-05
2011,336111,-0.006886855
2012,336111,0.000158265
2013,336111,-0.004171506
2014,336111,-0.00731419
2015,336111,0.013406202
2001,336120,0.05827415
2002,336120,0.021320611
2003,336120,0.14683315
2004,336120,0.000782371
2005,336120,-0.052675903
2006,336120,0.015626609
2007,336120,-0.13300967
2008,336120,-0.039595574
2009,336120,0.029025286
2010,336120,-0.004109561
2011,336120,0.00320065
2012,336120,0.004166782
2013,336120,-0.003827453
2014,336120,-0.027881056
2015,336120,0.012625426
2001,336211,0.027806073
2002,336211,0.17640296
2003,336211,-0.002266556
2004,336211,-0.23002964
2005,336211,0.082909316
2006,336211,-0.026477918
2007,336211,-0.004016891
2008,336211,0.022934541
2009,336211,-0.007853314
2010,336211,0.028515935
2011,336211,0.010460407
2012,336211,0.038074374
2013,336211,-0.020370722
2014,336211,-0.059307665
2015,336211,-0.043174222
2001,336212,-0.028222144
2002,336212,0.087519169
2003,336212,0.028459668
2004,336212,-0.004660487
2005,336212,0.020820737
2006,336212,0.26409304
2007,336212,0
2008,336212,0
2009,336212,0
2010,336212,0
2011,336212,-0.27444977
2012,336212,0.011553586
2013,336212,0.008294463
2014,336212,-0.001443684
2015,336212,0.25604528
2001,336214,0.001783699
2002,336214,0.04164964
2003,336214,0.024941862
2004,336214,0.00770843
2005,336214,0.044466436
2006,336214,0.059573531
2007,336214,-0.014860988
2008,336214,0.054854035
2009,336214,0.088839293
2010,336214,-0.061127305
2011,336214,0.01669538
2012,336214,-0.008264899
2013,336214,-0.051301479
2014,336214,-0.015172005
2015,336214,0.018326521
2001,336310,0.001291037
2002,336310,-0.10727242
2003,336310,-0.011453003
2004,336310,-0.003676504
2005,336310,-0.0160923
2006,336310,0.001766115
2007,336310,0.014176875
2008,336310,0.004619181
2009,336310,0.006650627
2010,336310,0.060396969
2011,336310,0.001106679
2012,336310,0.004645884
2013,336310,-0.001589865
2014,336310,0.021291405
2015,336310,-0.14288661
2001,336320,-0.006605595
2002,336320,0.004474223
2003,336320,0.005671769
2004,336320,-0.004750431
2005,336320,-0.006055892
2006,336320,0.069794685
2007,336320,-0.060512811
2008,336320,-0.020179182
2009,336320,-0.038199186
2010,336320,0.016675055
2011,336320,0.006185234
2012,336320,0.003564656
2013,336320,0.005989611
2014,336320,-0.009657711
2015,336320,0.1055738
2001,336330,-0.06026566
2002,336330,0.41469133
2003,336330,-0.014008522
2004,336330,-0.000270486
2005,336330,0.000199676
2006,336330,-0.006323457
2007,336330,-0.019364357
2008,336330,-0.003764272
2009,336330,-0.066756606
2010,336330,-0.050041199
2011,336330,0.03010273
2012,336330,-0.001139283
2013,336330,-0.050009727
2014,336330,-0.014854789
2015,336330,-0.003191352
2001,336370,-0.007867038
2002,336370,0.0548051
2003,336370,0.041980743
2004,336370,0.006055832
2005,336370,0.007127523
2006,336370,-0.044120431
2007,336370,0.31557214
2008,336370,0
2009,336370,0
2010,336370,0
2011,336370,0
2012,336370,0
2013,336370,-1.19E-07
2014,336370,1.19E-07
2015,336370,0
2001,336390,0.000629038
2002,336390,-0.005781084
2003,336390,0.002512187
2004,336390,0.012217656
2005,336390,0.001826748
2006,336390,0.000479817
2007,336390,0.006874293
2008,336390,0.00030306
2009,336390,-0.003921658
2010,336390,0.009505093
2011,336390,0.0012438
2012,336390,0.007587254
2013,336390,0.008802414
2014,336390,-0.000115618
2015,336390,-0.015399843
2001,336411,0.033007085
2002,336411,0.022471786
2003,336411,-0.23556343
2004,336411,0.020618826
2005,336411,0.014459372
2006,336411,-0.12326583
2007,336411,-0.016254991
2008,336411,-0.031531096
2009,336411,0.031920791
2010,336411,-0.005191922
2011,336411,0.003833652
2012,336411,0.033632219
2013,336411,0.008384854
2014,336411,-0.002621412
2015,336411,0.020241261
2001,336412,0.035340011
2002,336412,0.006311238
2003,336412,0.011584997
2004,336412,0.005416691
2005,336412,0.006285548
2006,336412,-0.001670241
2007,336412,0.087491393
2008,336412,-0.001544297
2009,336412,-0.000540197
2010,336412,-0.001630545
2011,336412,-0.00407052
2012,336412,-0.005435765
2013,336412,-0.000132859
2014,336412,-0.002805531
2015,336412,-0.006581783
2001,336413,-0.029626161
2002,336413,0.014790028
2003,336413,-0.010270983
2004,336413,-0.010894805
2005,336413,-0.01153183
2006,336413,-0.075870752
2007,336413,-0.003565878
2008,336413,0.014318317
2009,336413,-0.02635631
2010,336413,-0.011231154
2011,336413,-0.008082032
2012,336413,0.051228583
2013,336413,-0.008470446
2014,336413,-0.009473324
2015,336413,-0.069128454
2001,336510,0.036866963
2002,336510,0.04082495
2003,336510,-0.16091931
2004,336510,0.023564935
2005,336510,-0.24699032
2006,336510,-0.056296736
2007,336510,-0.066961884
2008,336510,-0.001265049
2009,336510,0.009391218
2010,336510,0.027336389
2011,336510,0.3035312
2012,336510,-0.070430636
2013,336510,0.011969507
2014,336510,-0.31241047
2015,336510,-0.002962083
2001,336999,0.004618049
2002,336999,0.00902161
2003,336999,0.004544824
2004,336999,0.003606826
2005,336999,0.115022
2006,336999,0.10835889
2007,336999,0.052118301
2008,336999,0.035593748
2009,336999,0.000963926
2010,336999,0.040288806
2011,336999,0.010956287
2012,336999,0.00967896
2013,336999,0.014587581
2014,336999,0.038134456
2015,336999,0.024923742
2001,337214,-0.006303936
2002,337214,-0.060484082
2003,337214,-0.001542389
2004,337214,0.012766063
2005,337214,-0.003257871
2006,337214,-0.003637254
2007,337214,0.005887687
2008,337214,0.042975157
2009,337214,0.000522107
2010,337214,0.006415635
2011,337214,-0.011731207
2012,337214,-0.001077324
2013,337214,0.010651231
2014,337214,-0.016919047
2015,337214,-0.009144336
2001,339930,-0.005201757
2002,339930,-0.010671943
2003,339930,-0.003847182
2004,339930,-0.005928695
2005,339930,-0.009894669
2006,339930,0.036070228
2007,339930,0.10299221
2008,339930,0.017118245
2009,339930,-0.022963971
2010,339930,-0.047672659
2011,339930,-0.054890424
2012,339930,-0.010383606
2013,339930,-0.003295332
2014,339930,0.009260863
2015,339930,-0.036126763
2001,423120,-0.004444063
2002,423120,-0.013326585
2003,423120,-0.006210804
2004,423120,-0.003562748
2005,423120,-0.002984226
2006,423120,-0.004532874
2007,423120,0.11755252
2008,423120,0.005961955
2009,423120,0.003336072
2010,423120,0.001097918
2011,423120,0.001939058
2012,423120,-0.32360649
2013,423120,-0.004366636
2014,423120,0.12490505
2015,423120,0.025372088
2001,423310,-0.003672719
2002,423310,0.012981623
2003,423310,0.00483489
2004,423310,0.03069824
2005,423310,0.000261068
2006,423310,-0.024555743
2007,423310,-0.020525187
2008,423310,-0.043240041
2009,423310,-0.050441444
2010,423310,-0.10415491
2011,423310,-0.013748348
2012,423310,-0.065055326
2013,423310,0.019841522
2014,423310,-0.023398057
2015,423310,0.037130624
2001,423330,0.010712266
2002,423330,-0.2939775
2003,423330,0.049977064
2004,423330,0.46181762
2005,423330,0
2006,423330,0
2007,423330,0
2008,423330,0
2009,423330,0
2010,423330,0
2011,423330,0
2012,423330,0
2013,423330,0
2014,423330,0
2015,423330,0
2001,423430,-0.032774359
2002,423430,-0.023138925
2003,423430,0.012079924
2004,423430,0.016306624
2005,423430,0.021219134
2006,423430,-0.000102013
2007,423430,0.006614119
2008,423430,-0.052065015
2009,423430,-0.002410054
2010,423430,0.004254356
2011,423430,-0.005375117
2012,423430,0.001409397
2013,423430,0.014695019
2014,423430,0.000532895
2015,423430,-0.011088848
2001,423450,-0.001955271
2002,423450,0.012539953
2003,423450,-0.020383924
2004,423450,-0.055316389
2005,423450,0.001739383
2006,423450,0.000721842
2007,423450,0.063469261
2008,423450,-0.000901133
2009,423450,-0.051914349
2010,423450,-7.63386E-05
2011,423450,0.002104744
2012,423450,0.026729479
2013,423450,-0.003290027
2014,423450,-0.004477039
2015,423450,0.11100148
2001,423510,-0.003738374
2002,423510,-0.02785404
2003,423510,-0.017179683
2004,423510,0.013451785
2005,423510,0.10356829
2006,423510,-0.068899259
2007,423510,0.000688285
2008,423510,0.091863379
2009,423510,-0.089069352
2010,423510,-0.008451805
2011,423510,-0.005042642
2012,423510,-0.01151675
2013,423510,0.034524709
2014,423510,0.007919595
2015,423510,0.036219999
2001,423610,0.000746369
2002,423610,-0.005218029
2003,423610,0.006234348
2004,423610,-0.022867173
2005,423610,-0.003506571
2006,423610,-0.013181597
2007,423610,0.00072521
2008,423610,-0.00043714
2009,423610,0.001161516
2010,423610,-0.002599746
2011,423610,0.001178205
2012,423610,0.005802542
2013,423610,0.009258151
2014,423610,0.000282556
2015,423610,0.000676841
2001,423690,-0.008384675
2002,423690,-0.041056752
2003,423690,-0.004358992
2004,423690,0.056508467
2005,423690,-0.003994033
2006,423690,0.018838763
2007,423690,-0.015602246
2008,423690,0.00749673
2009,423690,-0.021305501
2010,423690,0.033135951
2011,423690,0.051226497
2012,423690,0.073254734
2013,423690,0.001108855
2014,423690,0.006860793
2015,423690,0.003693432
2001,423710,-0.086230695
2002,423710,-0.044514507
2003,423710,0.029188544
2004,423710,-0.036987185
2005,423710,-0.018748611
2006,423710,-0.021717042
2007,423710,-0.000498056
2008,423710,0.001959264
2009,423710,0.043018758
2010,423710,-0.003260851
2011,423710,-0.010814905
2012,423710,-0.038279861
2013,423710,0.004861772
2014,423710,0.000253141
2015,423710,0.003212482
2001,423730,0.070915401
2002,423730,-0.054525018
2003,423730,0.014660001
2004,423730,-0.003061831
2005,423730,-0.007615209
2006,423730,-0.01723665
2007,423730,-0.012380362
2008,423730,-0.020444393
2009,423730,0.05025661
2010,423730,0.026198924
2011,423730,0.008321047
2012,423730,0.044048488
2013,423730,0.002653241
2014,423730,0.005649209
2015,423730,0.001527786
2001,423810,0.062987983
2002,423810,-0.01071763
2003,423810,0.005791903
2004,423810,0.006523073
2005,423810,0.017143607
2006,423810,-0.011132121
2007,423810,0.025014579
2008,423810,0.004077077
2009,423810,-0.005948484
2010,423810,-0.038070619
2011,423810,0.10893875
2012,423810,0.006172597
2013,423810,-0.007227302
2014,423810,-0.002896845
2015,423810,-0.034396827
2001,423820,0
2002,423820,0
2003,423820,0
2004,423820,-1.19E-07
2005,423820,1.19E-07
2006,423820,0
2007,423820,0
2008,423820,-1.19E-07
2009,423820,1.19E-07
2010,423820,0
2011,423820,0
2012,423820,0
2013,423820,0
2014,423820,-0.49453527
2015,423820,-0.003324091
2001,423840,0.049249768
2002,423840,0.002112448
2003,423840,0.025452018
2004,423840,0.053910106
2005,423840,0.000587553
2006,423840,0.021392524
2007,423840,-0.016195267
2008,423840,-0.043150246
