year,naics_4,dherfindahl
2009,423840,0.011885464
2010,423840,-0.016632318
2011,423840,-0.002808929
2012,423840,-0.016037017
2013,423840,-0.006027818
2014,423840,-0.011742085
2015,423840,0.020346701
2001,423860,-0.043466836
2002,423860,0.016158462
2003,423860,0.018469334
2004,423860,-0.000992864
2005,423860,-0.002581447
2006,423860,0.35536116
2007,423860,0.029679537
2008,423860,0.014582396
2009,423860,-0.34342903
2010,423860,0.086947381
2011,423860,0.013824463
2012,423860,-0.22630805
2013,423860,-0.023101956
2014,423860,-0.034270972
2015,423860,-0.002206326
2001,423910,0.085452378
2002,423910,0.003531039
2003,423910,0.00027597
2004,423910,0.39844549
2005,423910,0
2006,423910,0
2007,423910,0
2008,423910,-0.3944242
2009,423910,-0.075366318
2010,423910,0.46979052
2011,423910,0
2012,423910,0
2013,423910,0
2014,423910,0
2015,423910,0
2001,424120,0.00205335
2002,424120,0.001459301
2003,424120,0.034315348
2004,424120,-0.023987085
2005,424120,0.035034746
2006,424120,0.019546688
2007,424120,0.007880926
2008,424120,0.046369016
2009,424120,0.04332751
2010,424120,0.003771663
2011,424120,0.004470468
2012,424120,0.00050354
2013,424120,0.34442091
2014,424120,0
2015,424120,0
2001,424210,0.009518892
2002,424210,-0.026762903
2003,424210,0.003077179
2004,424210,0.3806963
2005,424210,-0.002689123
2006,424210,-0.34271222
2007,424210,-0.002145588
2008,424210,-0.002468377
2009,424210,0.000171304
2010,424210,0.40170649
2011,424210,-0.002490878
2012,424210,0.026389718
2013,424210,0.00501895
2014,424210,-0.38103247
2015,424210,0.38341588
2001,424340,1.19E-07
2002,424340,0
2003,424340,0
2004,424340,0
2005,424340,0
2006,424340,0
2007,424340,0
2008,424340,0
2009,424340,0
2010,424340,0
2011,424340,-1.19E-07
2012,424340,1.19E-07
2013,424340,0
2014,424340,0
2015,424340,0
2001,424490,-0.019638389
2002,424490,0.006475925
2003,424490,-0.009817809
2004,424490,0.026540339
2005,424490,-0.001937777
2006,424490,0.01764673
2007,424490,-0.006881386
2008,424490,0.018877834
2009,424490,0.007931471
2010,424490,0.054018617
2011,424490,0.029080272
2012,424490,0.01879102
2013,424490,0.030829847
2014,424490,0.030229032
2015,424490,0.031960309
2001,424510,0.13598609
2002,424510,0.12501162
2003,424510,-0.29404163
2004,424510,0.014799803
2005,424510,-0.013241768
2006,424510,-0.005836099
2007,424510,0.15496975
2008,424510,0.022651255
2009,424510,0.00216049
2010,424510,0.033659756
2011,424510,0.010040462
2012,424510,0.001804471
2013,424510,0.40105259
2014,424510,1.19E-07
2015,424510,0
2001,424590,0.009473622
2002,424590,-0.044382215
2003,424590,0.026465297
2004,424590,0.38058805
2005,424590,0
2006,424590,-1.19E-07
2007,424590,1.19E-07
2008,424590,0
2009,424590,0
2010,424590,-1.19E-07
2011,424590,0
2012,424590,1.19E-07
2013,424590,-1.19E-07
2014,424590,0
2015,424590,1.19E-07
2001,424940,-0.048761606
2002,424940,-0.069047689
2003,424940,-0.037480026
2004,424940,0.053664654
2005,424940,-0.10635671
2006,424940,0.019157797
2007,424940,0.006325901
2008,424940,0.001493543
2009,424940,0.015001148
2010,424940,0.026725829
2011,424940,0.01742661
2012,424940,0.009627163
2013,424940,0.016815305
2014,424940,0.029776633
2015,424940,0.026553512
2001,441110,-0.005085468
2002,441110,-0.020258054
2003,441110,-0.00942114
2004,441110,-0.012127042
2005,441110,-0.011278152
2006,441110,-0.005886197
2007,441110,-0.004989073
2008,441110,0.004332379
2009,441110,-0.005431727
2010,441110,-0.001085162
2011,441110,-0.008178115
2012,441110,-0.002197012
2013,441110,-0.001614869
2014,441110,-0.005120397
2015,441110,-0.002504468
2001,441120,0.18453509
2002,441120,0.23232174
2003,441120,0.002255499
2004,441120,-0.001496315
2005,441120,0.004708827
2006,441120,0.009313762
2007,441120,-0.005843222
2008,441120,-0.014310122
2009,441120,0.001865566
2010,441120,0.006511927
2011,441120,-0.001118302
2012,441120,-0.025588393
2013,441120,0.032366514
2014,441120,0.002355099
2015,441120,-0.000388503
2001,441222,0.003064543
2002,441222,0.01188153
2003,441222,0.027231634
2004,441222,0.085676521
2005,441222,0.010606766
2006,441222,0.021041274
2007,441222,0.011202216
2008,441222,-0.030305266
2009,441222,-0.014039934
2010,441222,0.012913406
2011,441222,-0.002462745
2012,441222,-0.002551317
2013,441222,-0.005911112
2014,441222,-0.001217485
2015,441222,-0.000259936
2001,441310,0.017405763
2002,441310,-0.001289338
2003,441310,0.049722493
2004,441310,-0.003097177
2005,441310,-0.004486948
2006,441310,-0.003945798
2007,441310,0.003216088
2008,441310,0.042945862
2009,441310,-0.004580498
2010,441310,0.000933468
2011,441310,0.00244996
2012,441310,0.0023233
2013,441310,0.002689034
2014,441310,0.002945572
2015,441310,0.040085137
2001,442110,0.000130981
2002,442110,0.012443513
2003,442110,0.004942745
2004,442110,0.039037317
2005,442110,-0.047621042
2006,442110,-0.003130883
2007,442110,0.006839752
2008,442110,-0.004161149
2009,442110,-0.044033885
2010,442110,-0.033557862
2011,442110,-9.57102E-05
2012,442110,-0.001243591
2013,442110,0.043752208
2014,442110,0.007848069
2015,442110,0.009157807
2001,442299,0.040345579
2002,442299,0.006234705
2003,442299,0.002217978
2004,442299,0.00609988
2005,442299,0.19309175
2006,442299,0.034591794
2007,442299,0.02562356
2008,442299,0.025248408
2009,442299,0.036102235
2010,442299,0.010061324
2011,442299,-0.059821188
2012,442299,0.10123724
2013,442299,0.00169605
2014,442299,-0.047292531
2015,442299,-0.0083251
2001,443142,0.1150611
2002,443142,-0.000994682
2003,443142,0.024640918
2004,443142,0.008695781
2005,443142,-0.035248041
2006,443142,-0.011440039
2007,443142,0.007605553
2008,443142,0.007120371
2009,443142,0.023298562
2010,443142,-0.008104742
2011,443142,-0.011241019
2012,443142,-0.021797299
2013,443142,-0.015789747
2014,443142,0.046984076
2015,443142,0.033259213
2001,444110,-0.093920469
2002,444110,-0.004978269
2003,444110,0.016602278
2004,444110,0.010258108
2005,444110,-0.001380503
2006,444110,-0.002806217
2007,444110,-0.027508378
2008,444110,0.01196155
2009,444110,-0.010517985
2010,444110,0.001921564
2011,444110,-0.024504036
2012,444110,0.006784618
2013,444110,-0.004426122
2014,444110,0.011069
2015,444110,0.010430247
2001,445110,0.004939593
2002,445110,0.008580819
2003,445110,-0.011289731
2004,445110,-0.002700925
2005,445110,-0.004262634
2006,445110,0.023963742
2007,445110,0.015807331
2008,445110,0.003099531
2009,445110,-0.034294248
2010,445110,-0.005819559
2011,445110,-0.01824785
2012,445110,-0.001317546
2013,445110,-0.006703042
2014,445110,0.013414688
2015,445110,0.016487375
2001,446110,0.043534696
2002,446110,-0.036034822
2003,446110,0.056485742
2004,446110,0.006863147
2005,446110,-0.040906504
2006,446110,0.005268827
2007,446110,0.031364769
2008,446110,0.080856144
2009,446110,0.018387794
2010,446110,-0.003473103
2011,446110,-0.025933087
2012,446110,0.019352525
2013,446110,-0.001172423
2014,446110,0.039222866
2015,446110,0.003365725
2001,447110,0.006051064
2002,447110,-0.003709555
2003,447110,-0.002331168
2004,447110,0.003373206
2005,447110,0.026004463
2006,447110,-0.000215888
2007,447110,-0.003727406
2008,447110,-0.000757307
2009,447110,-0.011395305
2010,447110,-0.089268059
2011,447110,-0.057677954
2012,447110,-0.002265975
2013,447110,-0.007430524
2014,447110,0.032818124
2015,447110,0.043552577
2001,448110,0.23301491
2002,448110,0.12044752
2003,448110,-0.001564086
2004,448110,0.005687475
2005,448110,0.012341499
2006,448110,0.019803405
2007,448110,0.032782674
2008,448110,0.12876725
2009,448110,0
2010,448110,0
2011,448110,0
2012,448110,0
2013,448110,0
2014,448110,0
2015,448110,0
2001,448130,-0.08158198
2002,448130,-0.035155118
2003,448130,0.16841286
2004,448130,0.024340332
2005,448130,0.035917997
2006,448130,0.005948663
2007,448130,-0.011012256
2008,448130,-0.036097825
2009,448130,0.4707256
2010,448130,0
2011,448130,0
2012,448130,0
2013,448130,0
2014,448130,0
2015,448130,0
2001,448140,-0.001720294
2002,448140,-0.003498375
2003,448140,0.001414225
2004,448140,-2.98E-07
2005,448140,-0.003240868
2006,448140,-0.005434811
2007,448140,-0.001477718
2008,448140,-0.001041457
2009,448140,0.007477775
2010,448140,-0.001943916
2011,448140,-0.004402772
2012,448140,0.002131909
2013,448140,0.003270716
2014,448140,0.020459279
2015,448140,0.008370131
2001,448190,0.37072852
2002,448190,0.024974823
2003,448190,0.014603257
2004,448190,0.022268295
2005,448190,0.005927801
2006,448190,0.019197702
2007,448190,-0.023428142
2008,448190,0.041445076
2009,448190,-0.000504136
2010,448190,0.012142062
2011,448190,0.004530191
2012,448190,0.001702428
2013,448190,0.005051494
2014,448190,0.015805125
2015,448190,0
2001,448210,-0.006564379
2002,448210,-0.024776056
2003,448210,-0.001934245
2004,448210,-0.002590135
2005,448210,-0.006768286
2006,448210,-0.008414343
2007,448210,-0.000793174
2008,448210,0.004324868
2009,448210,-0.010274887
2010,448210,-0.005246833
2011,448210,0.032485723
2012,448210,0.060054854
2013,448210,0.002449095
2014,448210,0.002206206
2015,448210,-0.006148487
2001,451110,0.003885336
2002,451110,-0.027819864
2003,451110,0.018810354
2004,451110,0.032404199
2005,451110,-0.005780548
2006,451110,0.027306959
2007,451110,0.02356036
2008,451110,0.006254569
2009,451110,0.042131692
2010,451110,0.026424065
2011,451110,0.067471415
2012,451110,0.000519872
2013,451110,-0.002997011
2014,451110,0.028643429
2015,451110,-0.00053376
2001,451120,-0.014517009
2002,451120,-0.044769943
2003,451120,-0.024228692
2004,451120,-0.038888574
2005,451120,0.095848978
2006,451120,0.01581192
2007,451120,0.011806905
2008,451120,0.004443169
2009,451120,0.002138734
2010,451120,-0.000590205
2011,451120,0.022185624
2012,451120,-0.012462735
2013,451120,-0.020869136
2014,451120,-0.009535909
2015,451120,-0.013197899
2001,451211,-0.001197815
2002,451211,0.003737629
2003,451211,0.00987488
2004,451211,0.003445238
2005,451211,-0.000266969
2006,451211,-0.013838321
2007,451211,-0.001468599
2008,451211,-0.005488724
2009,451211,0.028680265
2010,451211,0.11094943
2011,451211,0.20373499
2012,451211,-0.20378119
2013,451211,-0.010173708
2014,451211,-0.0160411
2015,451211,-0.038232267
2001,452210,0.000102907
2002,452210,-0.006974846
2003,452210,-0.063669056
2004,452210,-0.000861079
2005,452210,0.008841336
2006,452210,0.007184655
2007,452210,-0.001076907
2008,452210,-0.001161128
2009,452210,0.000475526
2010,452210,0.002656281
2011,452210,-0.02448985
2012,452210,0.007673889
2013,452210,-0.002468377
2014,452210,-0.014779925
2015,452210,-0.013455287
2001,452311,1.19E-07
2002,452311,0
2003,452311,0
2004,452311,0
2005,452311,0
2006,452311,0
2007,452311,0
2008,452311,0
2009,452311,0
2010,452311,0
2011,452311,-0.032527566
2012,452311,0.002902627
2013,452311,0.001118541
2014,452311,0.000478387
2015,452311,-0.001951218
2001,452319,0.003321171
2002,452319,0.003656507
2003,452319,-0.010724068
2004,452319,0.017269373
2005,452319,-0.007423997
2006,452319,-0.006025493
2007,452319,0.001230896
2008,452319,0.01591593
2009,452319,-0.010855079
2010,452319,-0.015770197
2011,452319,0.00203234
2012,452319,-0.009110272
2013,452319,-0.00126785
2014,452319,0.003981113
2015,452319,-0.018585026
2001,453998,0.00804475
2002,453998,0.016166031
2003,453998,0.055121273
2004,453998,0.03452158
2005,453998,0.033997804
2006,453998,0.002465218
2007,453998,0.023628891
2008,453998,0.022379547
2009,453998,0.024132311
2010,453998,0.12069809
2011,453998,0.005708873
2012,453998,0.049623072
2013,453998,0.14252251
2014,453998,-0.075256765
2015,453998,-0.001414001
2001,481211,-0.012359887
2002,481211,6.24657E-05
2003,481211,0.001490206
2004,481211,0.007383674
2005,481211,-0.004810035
2006,481211,-0.086611599
2007,481211,0.29939449
2008,481211,-0.003164828
2009,481211,0.012400568
2010,481211,-0.11701599
2011,481211,-0.12550056
2012,481211,-0.008278787
2013,481211,-0.014535844
2014,481211,0.00116849
2015,481211,-0.001630813
2001,483112,0.010993421
2002,483112,-0.005682677
2003,483112,0.039337367
2004,483112,0.014706939
2005,483112,0.00597468
2006,483112,0.004996806
2007,483112,-0.011505693
2008,483112,-0.004122704
2009,483112,-0.00060904
2010,483112,-0.048897684
2011,483112,-0.002041996
2012,483112,-0.000603139
2013,483112,-0.007845491
2014,483112,-0.007805258
2015,483112,-0.014236808
2001,483113,-0.009097308
2002,483113,0.010773152
2003,483113,-0.099100709
2004,483113,0.017354071
2005,483113,0.038796335
2006,483113,0.004011959
2007,483113,-0.005876929
2008,483113,-0.008364767
2009,483113,-0.001528382
2010,483113,0.21052885
2011,483113,-0.01592344
2012,483113,-0.01840651
2013,483113,0.029862344
2014,483113,0.007542312
2015,483113,0.053589344
2001,483211,0.019884229
2002,483211,0.43521357
2003,483211,-0.20511329
2004,483211,-0.054609418
2005,483211,0.016261399
2006,483211,0.013792336
2007,483211,0.00203073
2008,483211,0.007093191
2009,483211,0.22054505
2010,483211,0
2011,483211,0
2012,483211,0
2013,483211,0
2014,483211,0
2015,483211,0
2001,484121,0.045245379
2002,484121,0.035764694
2003,484121,-0.074136347
2004,484121,-0.001450241
2005,484121,0.032734841
2006,484121,-0.021659791
2007,484121,0.033335268
2008,484121,0.017832696
2009,484121,0.031453311
2010,484121,0.018166661
2011,484121,-0.018084466
2012,484121,0.006003618
2013,484121,0.028547406
2014,484121,0.023936749
2015,484121,0.010012388
2001,512131,0.037647963
2002,512131,0.12931889
2003,512131,0.08655113
2004,512131,-0.1198816
2005,512131,0.097360611
2006,512131,0.17511764
2007,512131,-0.2379728
2008,512131,-0.006147414
2009,512131,0.072217882
2010,512131,-0.055229187
2011,512131,0.002321601
2012,512131,0.15497041
2013,512131,-0.23698688
2014,512131,0.21414322
2015,512131,0.01027745
2001,518210,0.016441599
2002,518210,-0.003813222
2003,518210,-0.023919597
2004,518210,0.007855341
2005,518210,-0.040768757
2006,518210,-0.032589749
2007,518210,-0.011713542
2008,518210,0.000216514
2009,518210,0.004762143
2010,518210,0.005175062
2011,518210,0.001101174
2012,518210,-0.00554084
2013,518210,-0.015794232
2014,518210,-0.011465795
2015,518210,-0.000288188
2001,541211,0
2002,541211,0
2003,541211,0
2004,541211,0
2005,541211,0
2006,541211,0
2007,541211,0
2008,541211,0
2009,541211,0
2010,541211,-1.19E-07
2011,541211,1.19E-07
2012,541211,0
2013,541211,-1.19E-07
2014,541211,1.19E-07
2015,541211,0
2001,541330,0.007467836
2002,541330,0.030125856
2003,541330,-0.010241628
2004,541330,-0.006794378
2005,541330,-0.034470811
2006,541330,0.003592983
2007,541330,0.001452759
2008,541330,0.039080083
2009,541330,0.000875548
2010,541330,-0.017377347
2011,541330,-0.006528154
2012,541330,0.004874811
2013,541330,-0.002514377
2014,541330,-0.008597538
2015,541330,-0.002661347
2001,541611,0.009074032
2002,541611,0.23275137
2003,541611,-0.016493082
2004,541611,-0.022699952
2005,541611,0.00565064
2006,541611,-0.00015378
2007,541611,0.005931497
2008,541611,0.043740153
2009,541611,0.11722445
2010,541611,0.054053903
2011,541611,0.013849378
2012,541611,-0.002912939
2013,541611,-0.01020062
2014,541611,-0.001478672
2015,541611,-0.011474967
2001,541612,-0.32651389
2002,541612,-0.002178073
2003,541612,-0.041863114
2004,541612,0.37397376
2005,541612,-0.022706985
2006,541612,0.040787697
2007,541612,-0.010972857
2008,541612,0.008776784
2009,541612,-0.012872219
2010,541612,-0.016922414
2011,541612,0.007736802
2012,541612,-0.006100178
2013,541612,-0.010077
2014,541612,-0.024930179
2015,541612,-0.007722259
2001,541620,0.066746742
2002,541620,0.066959411
2003,541620,0.005506575
2004,541620,0.025915325
2005,541620,-0.060734987
2006,541620,-0.07641682
2007,541620,-0.049262702
2008,541620,0.017249078
2009,541620,0.004289746
2010,541620,-0.03113839
2011,541620,0.003546119
2012,541620,0.13314477
2013,541620,0.033783793
2014,541620,-0.001011908
2015,541620,-0.015829861
2001,541714,0.031115532
2002,541714,0.048329353
2003,541714,0.031525612
2004,541714,0.13491511
2005,541714,-1.19E-07
2006,541714,1.19E-07
2007,541714,0
2008,541714,0
2009,541714,0
2010,541714,0
2011,541714,0
2012,541714,0
2013,541714,-1.19E-07
2014,541714,1.19E-07
2015,541714,0
2001,541860,-0.015885323
2002,541860,-0.002175063
2003,541860,0.000274092
2004,541860,0.0190157
2005,541860,0.000467837
2006,541860,-9.41157E-05
2007,541860,0.49515009
2008,541860,0
2009,541860,0
2010,541860,0
2011,541860,0
2012,541860,0
2013,541860,-1.19E-07
2014,541860,1.19E-07
2015,541860,-1.19E-07
2001,541940,0
2002,541940,0
2003,541940,0
2004,541940,0
2005,541940,0
2006,541940,0
2007,541940,0
2008,541940,-0.096345365
2009,541940,0.007868826
2010,541940,0.088476539
2011,541940,0
2012,541940,0
2013,541940,-1.19E-07
2014,541940,1.19E-07
2015,541940,0
2001,561320,0.018967122
2002,561320,0.019229412
2003,561320,0.022255674
2004,561320,0.009765282
2005,561320,-0.023061857
2006,561320,0.017719984
2007,561320,0.003611416
2008,561320,0.011167064
2009,561320,0.020995349
2010,561320,0.037119061
2011,561320,0.033062339
2012,561320,-0.035578787
2013,561320,-0.01744917
2014,561320,0.001179606
2015,561320,-0.031918138
2001,561613,0
2002,561613,0
2003,561613,0
2004,561613,-1.19E-07
2005,561613,1.19E-07
2006,561613,0
2007,561613,0
2008,561613,0
2009,561613,0
2010,561613,0
2011,561613,0
2012,561613,0
2013,561613,0
2014,561613,0
2015,561613,-1.19E-07
2001,561720,0.008587122
2002,561720,0.008972585
2003,561720,-0.032036662
2004,561720,-0.015655518
2005,561720,-0.002724469
2006,561720,0.073568285
2007,561720,0.040674746
2008,561720,0.020159066
2009,561720,-0.053274214
2010,561720,-0.01850158
2011,561720,0.085534871
2012,561720,-0.034139931
2013,561720,0.008968175
2014,561720,-0.013815165
2015,561720,-0.025479853
2001,562111,-0.023788363
2002,562111,-0.010215938
2003,562111,-0.007641822
2004,562111,-0.002982438
2005,562111,-0.020226568
2006,562111,-0.009695828
2007,562111,-0.004826576
2008,562111,0.1322408
2009,562111,-0.082876444
2010,562111,0.006899357
2011,562111,-0.008396834
2012,562111,0.006904602
2013,562111,-0.008699507
2014,562111,-0.038511455
2015,562111,-0.009912968
2001,562920,0
2002,562920,0
2003,562920,0
2004,562920,0
2005,562920,0
2006,562920,-1.19E-07
2007,562920,1.19E-07
2008,562920,0
2009,562920,0
2010,562920,-1.19E-07
2011,562920,0
2012,562920,1.19E-07
2013,562920,-1.19E-07
2014,562920,1.19E-07
2015,562920,0
2001,621340,-0.001593471
2002,621340,0.016045094
2003,621340,0.022390604
2004,621340,-0.18909165
2005,621340,0.13793167
2006,621340,-0.001297236
2007,621340,-0.00044173
2008,621340,0.49961358
2009,621340,-1.19E-07
2010,621340,1.19E-07
2011,621340,0
2012,621340,0
2013,621340,0
2014,621340,0
2015,621340,0
2001,621492,0.040361732
2002,621492,-0.021234006
2003,621492,-0.002485961
2004,621492,-0.01717788
2005,621492,-0.020607322
2006,621492,0.08871749
2007,621492,0.007254541
2008,621492,0.001681566
2009,621492,-0.002835095
2010,621492,0.008193851
2011,621492,-0.00271672
2012,621492,-0.010594428
2013,621492,-0.026777804
2014,621492,-0.019067198
2015,621492,-0.002547681
2001,621511,-0.009635419
2002,621511,0.05832243
2003,621511,0.022036195
2004,621511,-0.004638284
2005,621511,0.047663182
2006,621511,-0.002203107
2007,621511,0.047511458
2008,621511,-0.008710742
2009,621511,-0.005782843
2010,621511,0.002436042
2011,621511,-0.035500228
2012,621511,-0.00226137
2013,621511,-0.006594122
2014,621511,-0.002905041
2015,621511,0.032560498
2001,621512,0.024956971
2002,621512,-0.13098428
2003,621512,-0.036096215
2004,621512,-0.056002915
2005,621512,-0.009370551
2006,621512,0.025991231
2007,621512,0.051472202
2008,621512,0.01029107
2009,621512,-0.002902359
2010,621512,0.016055524
2011,621512,0.12245759
2012,621512,0.003120959
2013,621512,0.006426007
2014,621512,-0.011502355
2015,621512,0.008340627
2001,621610,-0.000255406
2002,621610,-0.057076775
2003,621610,0.01246693
2004,621610,0.003269121
2005,621610,0.008452818
2006,621610,0.004519522
2007,621610,-0.003480196
2008,621610,0.015228137
2009,621610,-0.002545163
2010,621610,0.012124524
2011,621610,0.019905165
2012,621610,0.004855618
2013,621610,-0.036463097
2014,621610,0.011938244
2015,621610,-0.000263944
2001,622310,0
2002,622310,-1.19E-07
2003,622310,1.19E-07
2004,622310,0
2005,622310,0
2006,622310,-0.031165838
2007,622310,-0.35673988
2008,622310,0.006437957
2009,622310,-0.021398962
2010,622310,-0.056465328
2011,622310,-0.027735114
2012,622310,-0.000878572
2013,622310,-0.002327859
2014,622310,-0.001663685
2015,622310,-0.006732822
2001,623311,1.19E-07
2002,623311,0
2003,623311,0
2004,623311,-0.47826731
2005,623311,-0.15266484
2006,623311,0.004718125
2007,623311,0.008763135
2008,623311,-0.007144213
2009,623311,0.001103491
2010,623311,0.62349164
2011,623311,0
2012,623311,0
2013,623311,-0.33611643
2014,623311,0.034149766
2015,623311,0.040675461
2001,623312,0.00332883
2002,623312,0.022593722
2003,623312,0.25284457
2004,623312,-0.022087514
2005,623312,0.006782115
2006,623312,0.13438952
2007,623312,-0.05130744
2008,623312,-0.042482674
2009,623312,-0.038475007
2010,623312,-0.018891126
2011,623312,-0.022910863
2012,623312,0.30553302
2013,623312,0.018839419
2014,623312,0.25411296
2015,623312,0
2001,721120,0.013703905
2002,721120,-0.011305653
2003,721120,0.002571747
2004,721120,0.021923475
2005,721120,0.058497131
2006,721120,0.037752211
2007,721120,-0.009952366
2008,721120,-0.02454634
2009,721120,-0.016590431
2010,721120,-0.010993555
2011,721120,-0.008868218
2012,721120,0.000817612
2013,721120,0.019195601
2014,721120,-0.004287869
2015,721120,0.003838718
2001,722310,-0.39485446
2002,722310,0.009992033
2003,722310,0.44301522
2004,722310,-0.002998352
2005,722310,0.007993698
2006,722310,0.012152314
2007,722310,0.010726571
2008,722310,0.053408146
2009,722310,1.19E-07
2010,722310,0
2011,722310,0
2012,722310,-1.19E-07
2013,722310,1.19E-07
2014,722310,-1.19E-07
2015,722310,1.19E-07
2001,722513,0.006870091
2002,722513,-0.006062269
2003,722513,-0.004496932
2004,722513,-0.043794036
2005,722513,-0.007650882
2006,722513,-0.004172966
2007,722513,-0.011787236
2008,722513,-0.003139451
2009,722513,0.00394915
2010,722513,0.00481379
2011,722513,0.009062916
2012,722513,0.008719429
2013,722513,-0.009316444
2014,722513,0.005840272
2015,722513,-0.03857179
2001,722514,1.19E-07
2002,722514,0
2003,722514,0
2004,722514,0
2005,722514,0
2006,722514,0
2007,722514,0
2008,722514,0
2009,722514,0
2010,722514,0
2011,722514,0
2012,722514,-0.037480712
2013,722514,-0.001618505
2014,722514,0.00013113
2015,722514,-0.006166458
2001,812930,-0.20601854
2002,812930,0.19010714
2003,812930,-0.005052447
2004,812930,0.017816305
2005,812930,-0.010797799
2006,812930,-0.007496178
2007,812930,0.45692444
2008,812930,0
2009,812930,0
2010,812930,0
2011,812930,0
2012,812930,0
2013,812930,-1.19E-07
2014,812930,1.19E-07
2015,812930,-1.19E-07
