year,naics_4,dmarkup
2005,332321,-0.012809277
2006,332321,-0.016829729
2007,332321,-0.016543508
2008,332321,-0.038284898
2009,332321,0.008676291
2010,332321,-0.03036654
2011,332321,0.011631131
2012,332321,0.015489221
2013,332321,0.00928998
2014,332321,0.021342039
2015,332321,0.026848316
2001,332410,-0.070942163
2002,332410,-0.018941164
2003,332410,0.003221273
2004,332410,0.08784914
2005,332410,-0.062821031
2006,332410,0.001493216
2007,332410,-0.000821471
2008,332410,0.079357624
2009,332410,0.052860618
2010,332410,-0.048323154
2011,332410,-0.002018571
2012,332410,-0.016232729
2013,332410,-0.026047587
2014,332410,-0.003256083
2015,332410,-0.012624264
2001,332431,-0.025078893
2002,332431,0.018865585
2003,332431,-0.001504183
2004,332431,0.012462378
2005,332431,-0.009267449
2006,332431,-0.012316227
2007,332431,0.013971567
2008,332431,0.0072819
2009,332431,0.009718418
2010,332431,0.007333398
2011,332431,-0.002230167
2012,332431,-0.00351882
2013,332431,0.005148768
2014,332431,0.004298806
2015,332431,0.017787218
2001,332613,-0.036411285
2002,332613,-0.012972593
2003,332613,0.06055522
2004,332613,-0.034202695
2005,332613,0.031320333
2006,332613,0.011805773
2007,332613,0.05797267
2008,332613,0.001095891
2009,332613,-0.0468539
2010,332613,0.017655253
2011,332613,-0.048133135
2012,332613,0.004119635
2013,332613,-2.20537E-05
2014,332613,0.068240643
2015,332613,0.014814496
2001,332912,-0.011917949
2002,332912,-0.072812915
2003,332912,0.061310172
2004,332912,0.021705389
2005,332912,0.014152169
2006,332912,0.007009506
2007,332912,0.013677955
2008,332912,0.004734159
2009,332912,-0.01708889
2010,332912,0.019412637
2011,332912,0.016896844
2012,332912,-0.003875256
2013,332912,-0.012869716
2014,332912,0.023080826
2015,332912,0.010361314
2001,332913,-0.043042183
2002,332913,0.028115034
2003,332913,-0.018606901
2004,332913,-0.000544786
2005,332913,-0.047629595
2006,332913,-0.018373251
2007,332913,-0.003057122
2008,332913,-0.042504787
2009,332913,0.031006932
2010,332913,-0.023773313
2011,332913,-0.002509832
2012,332913,0.007646561
2013,332913,0.03769207
2014,332913,0.00605011
2015,332913,0.057701707
2001,332919,-0.030806184
2002,332919,0.007448554
2003,332919,-0.016244888
2004,332919,0.0435853
2005,332919,-0.018273473
2006,332919,-0.003490329
2007,332919,-0.026509523
2008,332919,0.001497865
2009,332919,0.065863132
2010,332919,0.017516255
2011,332919,-0.005832315
2012,332919,-0.013668418
2013,332919,-0.002602816
2014,332919,-0.003316641
2015,332919,0.058553219
2001,332991,-0.023707628
2002,332991,-0.004269123
2003,332991,-0.027599692
2004,332991,0.018221498
2005,332991,0.003088951
2006,332991,0.010266662
2007,332991,0.011201143
2008,332991,-0.003879786
2009,332991,-0.036358953
2010,332991,0.099299669
2011,332991,0.005529165
2012,332991,-0.013157487
2013,332991,-0.018877625
2014,332991,0.020719528
2015,332991,-0.019723773
2001,332993,0.011142492
2002,332993,0.011135101
2003,332993,-0.016450763
2004,332993,-0.023180485
2005,332993,-0.005394101
2006,332993,0.000838876
2007,332993,0.013954043
2008,332993,0.017465234
2009,332993,0.006558657
2010,332993,-0.010718107
2011,332993,0.009748459
2012,332993,0.007133842
2013,332993,0.038825274
2014,332993,-0.03079772
2015,332993,-0.022625327
2001,333111,-0.019426107
2002,333111,-0.014966726
2003,333111,-0.004725933
2004,333111,0.018216491
2005,333111,-0.001648307
2006,333111,0.031646729
2007,333111,0.010335326
2008,333111,-0.015792847
2009,333111,-0.010545969
2010,333111,0.033984303
2011,333111,-0.01353395
2012,333111,-0.026906133
2013,333111,0.024978161
2014,333111,-0.013746619
2015,333111,-0.003402352
2001,333120,-0.009686112
2002,333120,0.002480388
2003,333120,-0.013760328
2004,333120,-0.020031214
2005,333120,0.009033084
2006,333120,0.033913136
2007,333120,-0.003392577
2008,333120,-0.064706683
2009,333120,0.037496448
2010,333120,0.038361907
2011,333120,0.000269532
2012,333120,0.012329817
2013,333120,-0.003137946
2014,333120,0.026670933
2015,333120,0.019030809
2001,333131,-0.067103148
2002,333131,0.059399486
2003,333131,0.030653358
2004,333131,0.031537652
2005,333131,0.042157292
2006,333131,0.037788749
2007,333131,0.010319591
2008,333131,-0.015145183
2009,333131,0.028270841
2010,333131,0.006009579
2011,333131,0.072775602
2012,333131,0.008817196
2013,333131,-0.03491962
2014,333131,-0.039804339
2015,333131,-0.046730042
2001,333132,0.031058669
2002,333132,-0.011987686
2003,333132,-0.016492367
2004,333132,0.023462892
2005,333132,-0.012395859
2006,333132,0.059847116
2007,333132,0.011125565
2008,333132,0.003128052
2009,333132,0.002789021
2010,333132,0.017178297
2011,333132,-0.022833586
2012,333132,-0.025122762
2013,333132,-0.007271409
2014,333132,0.034775257
2015,333132,-0.025362492
2001,333413,-0.028481841
2002,333413,0.000293851
2003,333413,0.014122128
2004,333413,0.006963968
2005,333413,-0.006326318
2006,333413,-0.003528714
2007,333413,-0.002345681
2008,333413,0.042064667
2009,333413,0.00163126
2010,333413,0.035868287
2011,333413,0.016083479
2012,333413,0.002739668
2013,333413,-0.015817285
2014,333413,0.019516349
2015,333413,-0.008361816
2001,333415,-0.036229849
2002,333415,-0.005954385
2003,333415,-0.003875971
2004,333415,-0.004041672
2005,333415,0.000452399
2006,333415,0.003607273
2007,333415,0.012597442
2008,333415,-0.002299309
2009,333415,0.007289052
2010,333415,0.014299512
2011,333415,-0.010424852
2012,333415,0.005626679
2013,333415,0.012928009
2014,333415,-0.007683754
2015,333415,0.016022921
2001,333514,-0.038006425
2002,333514,0.021314144
2003,333514,-0.04139328
2004,333514,-0.04215014
2005,333514,-0.059217453
2006,333514,-0.047988653
2007,333514,0.00043118
2008,333514,-0.049883366
2009,333514,-0.030726075
2010,333514,0.099521875
2011,333514,0.010335565
2012,333514,0.043690562
2013,333514,0.004578233
2014,333514,-0.07477057
2015,333514,-0.001869917
2001,333517,-0.096573591
2002,333517,-0.031738281
2003,333517,0.000527382
2004,333517,-0.0071522
2005,333517,0.014212132
2006,333517,0.033649564
2007,333517,-0.015866637
2008,333517,-0.0188241
2009,333517,-0.08901751
2010,333517,0.087513328
2011,333517,0.063172698
2012,333517,-0.00908041
2013,333517,-0.0722574
2014,333517,-0.002688289
2015,333517,-0.024878263
2001,333618,-0.035055161
2002,333618,-0.005823016
2003,333618,-0.010634303
2004,333618,0.035776019
2005,333618,-0.000490189
2006,333618,-0.003527999
2007,333618,-0.036571741
2008,333618,0.002352119
2009,333618,-0.004260421
2010,333618,0.059400558
2011,333618,0.017433524
2012,333618,0.011418104
2013,333618,-0.005295515
2014,333618,0.002194405
2015,333618,0.013415933
2001,333914,-0.021398306
2002,333914,-0.011869669
2003,333914,0.014065623
2004,333914,0.03943634
2005,333914,0.012630343
2006,333914,0.019699335
2007,333914,0.010604978
2008,333914,-0.067109466
2009,333914,0.013796687
2010,333914,0.015348911
2011,333914,0.078964114
2012,333914,0.011618018
2013,333914,-0.002219796
2014,333914,0.016303658
2015,333914,-0.000597835
2001,333923,-0.005422831
2002,333923,-0.026572585
2003,333923,-0.011806846
2004,333923,-0.013184309
2005,333923,0.011923909
2006,333923,0.046689034
2007,333923,0.023485661
2008,333923,-0.009559155
2009,333923,-0.071237803
2010,333923,0.050052166
2011,333923,4.25577E-05
2012,333923,0.039218068
2013,333923,0.021625042
2014,333923,-0.005932808
2015,333923,-0.007672906
2001,333991,-0.033839941
2002,333991,-0.022191644
2003,333991,0.038678288
2004,333991,0.023750067
2005,333991,-0.018524647
2006,333991,0.003522635
2007,333991,0.015397668
2008,333991,-0.025931954
2009,333991,0.018808842
2010,333991,0.018304706
2011,333991,-0.007817507
2012,333991,-0.020771146
2013,333991,-0.015627146
2014,333991,0.015257835
2015,333991,-0.004997492
2001,333992,-0.048007488
2002,333992,0.004327059
2003,333992,-0.074907064
2004,333992,-0.008800745
2005,333992,-0.015164495
2006,333992,0.02810657
2007,333992,0.011972904
2008,333992,0.012556314
2009,333992,-0.023414493
2010,333992,0.008595586
2011,333992,-0.013670325
2012,333992,0.02380991
2013,333992,0.044480562
2014,333992,0.021244049
2015,333992,-0.001964808
2001,334412,-0.023940206
2002,334412,-0.024585366
2003,334412,0.009958267
2004,334412,0.006618619
2005,334412,-0.005887508
2006,334412,-0.000862718
2007,334412,0.004688501
2008,334412,0.00894928
2009,334412,-0.004939437
2010,334412,0.023137093
2011,334412,-0.004443646
2012,334412,-0.015749812
2013,334412,-0.002622843
2014,334412,0.002998948
2015,334412,0.01118803
2001,334418,0.017929792
2002,334418,0.04737258
2003,334418,0.081152439
2004,334418,0.016995788
2005,334418,0.002591848
2006,334418,0.036621451
2007,334418,-0.086701512
2008,334418,-0.014940262
2009,334418,-0.047733784
2010,334418,0.034528613
2011,334418,-0.026607752
2012,334418,-0.072414875
2013,334418,0.03742516
2014,334418,0.045549273
2015,334418,0.045574784
2001,334511,-0.078559041
2002,334511,-0.004531384
2003,334511,-0.040299654
2004,334511,0.015546203
2005,334511,0.016147614
2006,334511,0.034251213
2007,334511,0.029069781
2008,334511,-0.003213286
2009,334511,-0.009158373
2010,334511,0.017233849
2011,334511,0.036525965
2012,334511,0.013276696
2013,334511,0.002259493
2014,334511,0.036984801
2015,334511,0.000669479
2001,334513,-0.036425114
2002,334513,-0.033479452
2003,334513,0.014727592
2004,334513,0.018315792
2005,334513,0.008907199
2006,334513,0.001103044
2007,334513,0.002071261
2008,334513,0.00940156
2009,334513,0.006907582
2010,334513,0.092299938
2011,334513,-0.026859403
2012,334513,0.017583609
2013,334513,0.030837655
2014,334513,0.038383603
2015,334513,0.006675601
2001,334516,-0.064800739
2002,334516,0.038424492
2003,334516,-0.059374809
2004,334516,0.026595592
2005,334516,0.06709826
2006,334516,0.026825786
2007,334516,-0.007416248
2008,334516,0.040986538
2009,334516,0.020972967
2010,334516,0.038297176
2011,334516,0.039179802
2012,334516,0.04077363
2013,334516,0.012839079
2014,334516,0.08323431
2015,334516,-0.043144226
2001,334519,-0.099505305
2002,334519,0.02194643
2003,334519,0.050310373
2004,334519,0.040755153
2005,334519,0.015846848
2006,334519,-0.034788966
2007,334519,0.036703587
2008,334519,0.02149725
2009,334519,-0.053363204
2010,334519,0.099743605
2011,334519,0.031079173
2012,334519,-0.000926733
2013,334519,0.004873037
2014,334519,0.024582624
2015,334519,-0.040780783
2001,335122,0.000870705
2002,335122,-0.04220438
2003,335122,0.020303607
2004,335122,-0.005079031
2005,335122,-0.04914391
2006,335122,0.037355542
2007,335122,0.017401934
2008,335122,-0.055302382
2009,335122,-0.02266109
2010,335122,0.03226912
2011,335122,-0.008871198
2012,335122,0.0150069
2013,335122,-0.021807909
2014,335122,-0.003956676
2015,335122,0.038375378
2001,335220,-0.019256115
2002,335220,0.04643631
2003,335220,-0.013894439
2004,335220,-0.023819804
2005,335220,0.04191494
2006,335220,0.008933187
2007,335220,0.014913678
2008,335220,-0.010995984
2009,335220,0.067958117
2010,335220,0.075341225
2011,335220,-0.006763578
2012,335220,0.09281075
2013,335220,0.055965781
2014,335220,0.009480715
2015,335220,0.088335395
2001,335312,0.024650097
2002,335312,-0.007673979
2003,335312,0.003581524
2004,335312,0.011280894
2005,335312,-0.003467798
2006,335312,0.000140429
2007,335312,0.01453054
2008,335312,0.001793861
2009,335312,0.055166245
2010,335312,-0.01617372
2011,335312,-0.024155259
2012,335312,-0.020192623
2013,335312,0.046467304
2014,335312,-0.007409811
2015,335312,0.004339814
2001,335313,-0.074121118
2002,335313,0.06978035
2003,335313,0.001901984
2004,335313,-0.015675187
2005,335313,0.020357609
2006,335313,0.047574043
2007,335313,0.046776056
2008,335313,0.009356499
2009,335313,-0.0366925
2010,335313,0.031952024
2011,335313,0.001171827
2012,335313,-0.016256094
2013,335313,0.009654164
2014,335313,-0.00844276
2015,335313,0.01689899
2001,335314,-0.029443979
2002,335314,0.023836255
2003,335314,0.001275182
2004,335314,0.02080965
2005,335314,0.012682676
2006,335314,-0.00305903
2007,335314,0.029022694
2008,335314,-0.016664386
2009,335314,-0.035616755
2010,335314,0.061717629
2011,335314,-0.005185604
2012,335314,0.006637216
2013,335314,0.014047027
2014,335314,0.010622025
2015,335314,0.023829699
2001,335911,-0.038776636
2002,335911,0.004556656
2003,335911,-0.009126782
2004,335911,-0.060484529
2005,335911,-0.019781709
2006,335911,0.008482456
2007,335911,-0.027965665
2008,335911,0.02873075
2009,335911,0.026624441
2010,335911,0.003599167
2011,335911,-0.037129641
2012,335911,0.00015533
2013,335911,0.005027175
2014,335911,0.090914845
2015,335911,0.021050692
2001,335921,-0.009706855
2002,335921,-0.064530253
2003,335921,0.001224876
2004,335921,0.045744538
2005,335921,0.034710407
2006,335921,0.009101391
2007,335921,0.050380468
2008,335921,-0.034550309
2009,335921,0.036873341
2010,335921,0.061041355
2011,335921,0.006831527
2012,335921,0.034290671
2013,335921,-0.077090502
2014,335921,-0.006180286
2015,335921,-0.09120357
2001,335931,0.047992945
2002,335931,0.030878901
2003,335931,0.008609414
2004,335931,0.020019174
2005,335931,0.006914973
2006,335931,-0.008643389
2007,335931,0.028752327
2008,335931,0.009240508
2009,335931,0.005948424
2010,335931,0.031681538
2011,335931,-0.006399751
2012,335931,0.030857801
2013,335931,0.009813309
2014,335931,-0.007383704
2015,335931,-0.001081109
2001,336111,0.016811728
2002,336111,0.024113178
2003,336111,-0.005365133
2004,336111,-0.019997835
2005,336111,-0.021246791
2006,336111,-0.004919052
2007,336111,0.012843132
2008,336111,-0.0582515
2009,336111,-0.023521662
2010,336111,0.034998655
2011,336111,-0.015222549
2012,336111,0.009900093
2013,336111,0.021080732
2014,336111,0.000688553
2015,336111,0.012355089
2001,336120,-0.034694552
2002,336120,0.018725276
2003,336120,-0.012419105
2004,336120,0.036360264
2005,336120,-0.007628441
2006,336120,0.020821929
2007,336120,-0.002444029
2008,336120,-0.014855742
2009,336120,-0.048695922
2010,336120,0.080722094
2011,336120,-0.015320539
2012,336120,-0.037587404
2013,336120,0.01193285
2014,336120,-0.002941489
2015,336120,0.019703746
2001,336211,-0.0413481
2002,336211,0.016602516
2003,336211,0.015384793
2004,336211,-0.032477736
2005,336211,0.020645261
2006,336211,0.001657844
2007,336211,0.008949041
2008,336211,-0.01897943
2009,336211,-0.012114882
2010,336211,0.016753316
2011,336211,0.001239896
2012,336211,-0.015788674
2013,336211,0.017340541
2014,336211,-0.006494641
2015,336211,0.00203824
2001,336212,-0.096907973
2002,336212,0.057243705
2003,336212,0.02485323
2004,336212,0.035634875
2005,336212,-0.015522122
2006,336212,-0.036221147
2007,336212,0.003551841
2008,336212,-0.057718515
2009,336212,-0.068766773
2010,336212,0.086044252
2011,336212,0.006667256
2012,336212,0.059954405
2013,336212,0.025466681
2014,336212,-0.010377169
2015,336212,0.037498593
2001,336214,-0.018167019
2002,336214,0.015879512
2003,336214,0.008924604
2004,336214,0.005030632
2005,336214,-0.005379319
2006,336214,0.006119967
2007,336214,-0.016583085
2008,336214,-0.012479663
2009,336214,-0.046935678
2010,336214,0.054974556
2011,336214,-0.008672237
2012,336214,-0.005931616
2013,336214,0.020190358
2014,336214,0.003414273
2015,336214,0.007824183
2001,336310,-0.045435309
2002,336310,0.025093436
2003,336310,0.003007174
2004,336310,-0.008166313
2005,336310,-0.019500017
2006,336310,0.00904882
2007,336310,-0.002962828
2008,336310,-0.016110539
2009,336310,-0.008016348
2010,336310,0.026501656
2011,336310,-0.010128736
2012,336310,-0.005879402
2013,336310,0.00926137
2014,336310,0.001966953
2015,336310,0.000678062
2001,336320,-0.040361762
2002,336320,0.009762645
2003,336320,-0.022179842
2004,336320,-0.001207233
2005,336320,-0.030828476
2006,336320,-0.013740301
2007,336320,0.016174078
2008,336320,0.022791505
2009,336320,0.016718149
2010,336320,0.070308447
2011,336320,0.017198324
2012,336320,0.00728333
2013,336320,0.008774638
2014,336320,0.016592026
2015,336320,0.035224438
2001,336330,-0.031402707
2002,336330,-0.05084765
2003,336330,-0.010388255
2004,336330,-0.02126956
2005,336330,-0.01642549
2006,336330,-0.003363609
2007,336330,0.007526994
2008,336330,0.018785834
2009,336330,-0.021388769
2010,336330,0.049382448
2011,336330,-0.022735834
2012,336330,0.004800439
2013,336330,0.002357841
2014,336330,0.022796035
2015,336330,0.003631234
2001,336370,-0.04962182
2002,336370,0.000162601
2003,336370,-0.006194472
2004,336370,-0.019787312
2005,336370,-0.007760286
2006,336370,0.008443832
2007,336370,0.008680105
2008,336370,0.001463771
2009,336370,-0.083409071
2010,336370,0.056445599
2011,336370,-0.016022086
2012,336370,0.001913905
2013,336370,0.018712044
2014,336370,-0.012000561
2015,336370,-0.011617303
2001,336390,-0.026137948
2002,336390,0.019014955
2003,336390,-0.000824809
2004,336390,-0.032737255
2005,336390,-0.019199252
2006,336390,-0.009983897
2007,336390,0.004940152
2008,336390,-0.012214541
2009,336390,0.002712965
2010,336390,0.037147999
2011,336390,-0.017187238
2012,336390,0.002386689
2013,336390,0.008008003
2014,336390,0.011162639
2015,336390,0.012025237
2001,336411,0.018393278
2002,336411,-0.008327365
2003,336411,-0.047845721
2004,336411,0.016706109
2005,336411,0.017527223
2006,336411,0.013144612
2007,336411,0.011763692
2008,336411,-0.010784984
2009,336411,-0.016531944
2010,336411,0.02107203
2011,336411,-0.002220511
2012,336411,-0.021321058
2013,336411,-0.00503099
2014,336411,-0.001047492
2015,336411,-0.011132956
2001,336412,0.004875302
2002,336412,0.004411459
2003,336412,-0.015377879
2004,336412,0.00413084
2005,336412,-0.003216982
2006,336412,-0.006724119
2007,336412,0.004299402
2008,336412,0.007721186
2009,336412,-0.004442692
2010,336412,0.020305276
2011,336412,-0.006596208
2012,336412,0.001175046
2013,336412,0.01499486
2014,336412,0.010648131
2015,336412,0.023967862
2001,336413,-0.054416299
2002,336413,0.011055827
2003,336413,-0.023901582
2004,336413,-0.017404199
2005,336413,0.022738338
2006,336413,0.008327127
2007,336413,0.016480446
2008,336413,0.016188622
2009,336413,0.013366103
2010,336413,-0.008829594
2011,336413,-0.008042932
2012,336413,0.012348413
2013,336413,0.032247066
2014,336413,0.021328807
2015,336413,-0.0043329
2001,336510,-0.005703926
2002,336510,-0.076114774
2003,336510,0.08717525
2004,336510,-0.048526525
2005,336510,-0.004304171
2006,336510,0.045039058
2007,336510,-0.003771186
2008,336510,0.003276944
2009,336510,0.023626566
2010,336510,0.073412061
2011,336510,-0.053656578
2012,336510,-0.000605702
2013,336510,0.018776298
2014,336510,-0.001839519
2015,336510,0.004248619
2001,336999,-0.047606468
2002,336999,-0.002666593
2003,336999,0.002953172
2004,336999,0.006250739
2005,336999,-0.012101054
2006,336999,0.011670709
2007,336999,0.004028082
2008,336999,-0.00521791
2009,336999,0.049670577
2010,336999,0.02925539
2011,336999,0.005609155
2012,336999,0.011608481
2013,336999,0.019779444
2014,336999,0.000223994
2015,336999,-0.011450529
2001,337214,-0.024029136
2002,337214,-0.009891987
2003,337214,-0.020142674
2004,337214,-0.019120336
2005,337214,0.010642767
2006,337214,-0.018775582
2007,337214,0.020735264
2008,337214,-0.027885199
2009,337214,0.017832994
2010,337214,-0.006950975
2011,337214,-0.021989346
2012,337214,0.002055526
2013,337214,0.009816408
2014,337214,0.019143462
2015,337214,0.035470724
2001,339930,0.01106596
2002,339930,0.038628101
2003,339930,-0.023030043
2004,339930,-0.046899438
2005,339930,-0.015149236
2006,339930,-0.060753226
2007,339930,-0.011282802
2008,339930,-0.008512974
2009,339930,0.010580659
2010,339930,-0.062129259
2011,339930,-0.089422345
2012,339930,0.074139833
2013,339930,0.08486867
2014,339930,0.040260077
2015,339930,0.068583608
2001,423120,-0.004388213
2002,423120,-0.000717998
2003,423120,0.004588008
2004,423120,0.000555515
2005,423120,0.007647872
2006,423120,-0.010329723
2007,423120,-0.050520658
2008,423120,0.001521945
2009,423120,0.003307581
2010,423120,-0.015174866
2011,423120,-0.000169516
2012,423120,-0.035710573
2013,423120,0.018356442
2014,423120,0.035706162
2015,423120,-0.000855207
2001,423310,0.001669407
2002,423310,-0.035526872
2003,423310,0.007936478
2004,423310,-0.006101966
2005,423310,-0.003282666
2006,423310,0.008624077
2007,423310,0.006722808
2008,423310,-0.002374888
2009,423310,-0.000133872
2010,423310,-0.010055304
2011,423310,-0.002507091
2012,423310,0.03461647
2013,423310,0.000935912
2014,423310,0.020750284
2015,423310,-0.013088465
2001,423330,0.009871244
2002,423330,0.006468415
2003,423330,0.005764484
2004,423330,-0.009483337
2005,423330,-0.014356494
2006,423330,0.014033794
2007,423330,-0.031682968
2008,423330,0.012906551
2009,423330,0.002010107
2010,423330,-0.020922899
2011,423330,0.017551303
2012,423330,0.021557093
2013,423330,-0.008808017
2014,423330,-0.017618656
2015,423330,0.017868996
2001,423430,0.004651666
2002,423430,0.001373172
2003,423430,0.004014611
2004,423430,-0.005252123
2005,423430,-0.000113726
2006,423430,0.001895785
2007,423430,-0.009371996
2008,423430,0.011661172
2009,423430,-0.000382185
2010,423430,0.000112176
2011,423430,0.001021862
2012,423430,0.001451373
2013,423430,0.005778313
2014,423430,-0.004168272
2015,423430,0.006109834
2001,423450,0.004527211
2002,423450,0.014437556
2003,423450,0.004677415
2004,423450,0.00887084
2005,423450,0.008613706
2006,423450,0.002177835
2007,423450,-0.016032338
2008,423450,-0.001847148
2009,423450,0.014724612
2010,423450,0.002286673
2011,423450,-0.001472592
2012,423450,-0.012112975
2013,423450,-8.52346E-05
2014,423450,-0.001496553
2015,423450,-0.01006043
2001,423510,0.017943382
2002,423510,-0.024488568
2003,423510,-0.015356541
2004,423510,0.010617256
2005,423510,-0.039709687
2006,423510,-0.009492397
2007,423510,0.002667308
2008,423510,-0.020535946
2009,423510,-0.029178977
2010,423510,0.002827764
2011,423510,-0.009332776
2012,423510,0.005963445
2013,423510,0.010901093
2014,423510,-0.007266641
2015,423510,0.034166813
2001,423610,-0.002062082
2002,423610,0.00265491
2003,423610,0.008715391
2004,423610,0.004844904
2005,423610,0.000357628
2006,423610,0.014735699
2007,423610,0.007799029
2008,423610,-0.007016897
2009,423610,-0.004899383
2010,423610,-0.002418041
2011,423610,0.005045652
2012,423610,0.002658129
2013,423610,0.002182961
2014,423610,0.000573635
2015,423610,-0.003952146
2001,423690,-0.005975604
2002,423690,0.013617873
2003,423690,-0.004350185
2004,423690,-0.02104485
2005,423690,-0.005133629
2006,423690,8.97646E-05
2007,423690,-0.004354
2008,423690,-0.002331734
2009,423690,-0.005395293
2010,423690,0.020045877
2011,423690,-0.005425334
2012,423690,-0.00494802
2013,423690,-0.00154984
2014,423690,0.001361728
2015,423690,-0.004333258
2001,423710,0.076408148
2002,423710,0.02059412
2003,423710,0.013329983
2004,423710,-0.009322286
2005,423710,-0.003020644
2006,423710,-0.013514876
2007,423710,0.006717444
2008,423710,-0.018851757
2009,423710,3.31402E-05
2010,423710,0.004483819
2011,423710,-0.034345746
2012,423710,0.041483045
2013,423710,0.006447315
2014,423710,-0.006956935
2015,423710,-0.011918902
2001,423730,0.00694859
2002,423730,-0.000337124
2003,423730,0.008486748
2004,423730,0.01598525
2005,423730,-0.008584499
2006,423730,0.006856203
2007,423730,-0.004465938
2008,423730,0.007498026
2009,423730,-0.02660358
2010,423730,-0.001319766
2011,423730,0.012970805
2012,423730,-0.004216909
2013,423730,0.005660176
2014,423730,0.004210711
2015,423730,0.004533291
2001,423810,0.084789276
2002,423810,0.028114438
2003,423810,-0.009117246
2004,423810,0.001147032
2005,423810,-0.033653378
2006,423810,-0.028538346
2007,423810,-0.010562539
2008,423810,0.001401305
2009,423810,-0.004953504
2010,423810,-0.010982752
2011,423810,0.00511694
2012,423810,0.019942284
2013,423810,0.011880875
2014,423810,-0.015341759
2015,423810,0.003090859
2001,423820,0.017839432
2002,423820,-0.000501275
2003,423820,-0.004740357
2004,423820,0.010666966
2005,423820,-0.01429534
2006,423820,-0.000349522
2007,423820,0.001734138
2008,423820,0.020557404
2009,423820,0.008920074
2010,423820,-0.04204905
2011,423820,0.002132416
2012,423820,-0.005602717
2013,423820,-0.005238652
2014,423820,0.035918474
2015,423820,0.037209511
2001,423840,0.003756523
2002,423840,0.001324058
2003,423840,0.030668974
2004,423840,-0.00711751
2005,423840,0.02072823
2006,423840,0.020553827
2007,423840,0.004248977
2008,423840,-0.001975298
2009,423840,0.001226187
